id,category_id,categoryname,question,option1,option2,option3,option4,option5,pictures,answer,explanation,,
3196,1,Medicine,"One year after being diagnosed with early Alzheimer's disease, one of your long-time patients develops symptomatic carotid stenosis. A vascular surgeon has recommended surgical treatment, but the patient's family is uncertain whether he should have the surgery or whether he is capable of making the decision. The children are evenly split in their opinion regarding the surgery, and they ask your opinion about this decision.Which one of the following is true regarding this situation? ",The patient is incapable of making this decision because of his dementia,The Mini-Mental State Examination score determines competence,The patient should be evaluated by a psychiatrist,A judicial determination of competence should be obtained,The patient's decision-making capacity can be adequately assessed by clinical\r\nevaluation,,5,"The primary care physician can assess a patient's decision-making capacity based on ability to reason, communicate, understand the proposed treatment, and grasp the consequences of accepting or declining the suggested treatment.Formal mental status testing and determination of capacity are different functions. However, there is a certain level of cognitive impairment where a patient simply lacks any ability to receive and process health information. At somewhat higher levels of cognition a patient might lack specific mental abilities, but still be able to satisfy the requirements for making treatment decisions.Accurate mental status testing is helpful for assessing the capacity to choose; however, there is not a specific score that determines capacity. Determination of capacity does not require legal intervention or psychiatric expertise. There is no specific test for decision-making capacity.Competence is a legal term in this situation. Decisions regarding competence are judicial determinations when evaluating the capacity of a person to make nonmedical decisions such as financial decisions. Under the law, adults are presumed to be competent until a specific action of the appropriate court finds them otherwise.",,
3197,1,Medicine,Which one of the following is true regarding acute bronchitis?,The associated cough typically lasts more than 2 weeks,"Fever, tachypnea, and rales are typical of acute bronchitis in young patients",#NAME?,Antimicrobial agents are indicated for treatment,Purulent sputum implies a bacterial etiology,,1,"The cough of acute bronchitis typically lasts 2 weeks and frequently up to 20 days. Fever, tachypnea, and rales in young patients are typical of pneumonia, not bronchitis. Both antimicrobials and -agonists are of questionable benefit in patients with acute bronchitis. Viruses are the most common cause of acute bronchitis, and purulent sputum reflects desquamation of the airway, with the expectorated matter being mostly epithelial cells.",,
3198,1,Medicine,Which one of the following most accurately describes the murmur of aortic regurgitation? ,"Systolic ejection murmur, loudest at the right upper sternal border","Diastolic decrescendo murmur, loudest at the lower left sternal border","Diastolic rumbling murmur, loudest at the left anterior axillary line","Holosystolic murmur, loudest at the left upper sternal border",,,2,"Aortic regurgitation (AR) is the result of incompetent aortic valve leaflets or dilatation of the aortic root. The most common etiology of valvular disease is rheumatic fever, but AR may also occur in patients with a congenital bicuspid aortic valve. Patients may remain asymptomatic for many years, until symptoms of heart failure develop due to left ventricular hypertrophy. The murmur is a diastolic decrescendo, blowing quality murmur, beginning right after the second heart sound. It is best heard at the left lower sternal border with the patient upright and leaning forward, placing the heart closest to the anterior chestwall.",,
3199,4,Pediatrics,A 4-month-old male is brought to your office for a routine examination. He has experienced normal growth and development and is current on all vaccines. The mother's only concern is persistent tearing in his left eye.Which one of the following would be the most appropriate course of action? ,Referral to an ophthalmologist for immediate tear duct dilation,Topical corticosteroid drops to facilitate tear duct opening,Topical antibiotics to prevent tear duct infection,Reassuring the parents that this condition usually resolves spontaneously by 1 year of\r\nage,,,4,"This infant has nasolacrimal duct obstruction. This condition occurs in up to 20% of children during the first year of life. Spontaneous resolution occurs by 6 months of age in 90% of children, but the chance of spontaneous resolution decreases to less than 1% if the obstruction is still present at 1 year of age. This condition usually has a benign course. Referral to an ophthalmologist is indicated only if the tear duct remains clogged at 1 year of age. Antibiotics are necessary only if signs of infection arise, and daily tear duct massage can help prevent infection. Topical corticosteroids would be used only after surgery, to help keep the tear duct open.",,
3200,4,Pediatrics,"A 6-year-old female is brought to your office for recurring limb pain. For the past 2 weeks she has complained of cramping pain in her thighs and calves, which has caused her to awaken at times. Massage and occasional acetaminophen help. In the morning the symptoms are gone and daily activity is unimpaired. Her physical examination is normal. On examination she has no inflammatory signs and no joint or muscle tenderness.Which one of the following would be most appropriate at this point? ",Radiographs of the hips and knees,An erythrocyte sedimentation rate,A CBC,Antinuclear antibody (ANA) testing,No further testing,,5,"This patient is experiencing benign nocturnal pains of childhood, formerly called growing pains. These are cramping pains of the thigh, shin, and calf, and affect approximately 35% of children 46 years of age. The pain typically occurs in the evening or at night, may awaken the child from sleep, and disappears by morning. This classic presentation in the absence of other inflammatory or chronic signs and symptoms should reinforce the benign nature of this condition. Physical findings are normal, so in the absence of worrisome complaints or anatomic abnormalities no further diagnostic testing is required. Parents should be reassured that there are no long-term sequelae. If activity is impaired, the physical examination is abnormal, or any constitutional or systemic complaints are present, then further evaluation with additional testing is indicated, and may include an erythrocyte sedimentation rate, CBC, antinuclear antibody, or radiographs of affected bones or joints.",,
3201,1,Medicine,Which one of the following screening intervals is most consistent with Canada Preventive Services Task Force recommendations regarding screening for abdominal aortic aneurysm? ,Every 5 years in all patients age 6575 who have ever smoked,Every 5 years in females age 6575 who have ever smoked,One time in males age 6575 who have ever smoked,One time in all patients age 6575 who have ever smoked,No screening is recommended,,3,"In 2005 the Canada Preventive Services Task Force recommended one-time screening for abdominal aortic aneurysm (AAA) by ultrasonography in men age 6575 who have ever smoked. The USPSTF made no recommendation for or against screening for AAA in men age 6575 who have never smoked, because of its lower prevalence in this group, and recommended against routine screening for AAA in women, because of the lower prevalence of large AAAs in women.",,
3202,4,Pediatrics,Which one of the following patients should receive a second dose of varicella vaccine? ,A 3-year-old vaccinated at 12 months of age,A 13-year-old who had varicella at age 4,A 14-year-old immigrant who received his first dose of vaccine 1 month ago,A pregnant 16-year-old vaccinated at age 5,An HIV-positive nurse born in Canada in 1978,,3,"Two doses of varicella vaccine are now recommended for almost everyone. The first dose should be given at 1215 months of age, and a second dose at 46 years of age. All unvaccinated people over 13 years of age without evidence of immunity should receive two doses of vaccine given 48 weeks apart. The vaccine is not recommended for pregnant women or immunocompromised patients.",,
3203,2,OBGYN,"A 50-year-old female presents with a history of small amounts of urine leakage with coughing, sneezing, and exercising over the past few months. She denies any nocturia, urinary urgency, or frequency. A urinalysis is normal.Of the following, the most effective treatment for this patient's problem would be",Kegel exercises,estrogen,oxybutynin (Ditropan),tolterodine (Detrol),,,1,"The symptoms presented describe stress incontinence. This condition is commonly confused with urge incontinence, which would be highly unlikely without accompanying urge, frequency, nocturia, and large amounts of urine leakage. Urge incontinence may be treated with oxybutynin or tolterodine, but these are not effective for treating stress incontinence. Estrogen was at one time touted as a therapy for this condition also, but now is not considered an effective treatment (level B evidence). Of the options given, the only effective treatment for stress incontinence is Kegel exercises. Other effective treatments include surgery and a pessary.",,
3205,3,PMCH,Cultural traditions and ceremonies sometimes mandate actions that conflict with standard treatment regimens. Which one of the following patients would require modification of a medication schedule?,A Malaysian male experiencing koro,A Muslim during Ramadan,A Mexican affected with bilis,A Jehovah's Witness observing his birthday,A Chinese-Canadian grandmother receiving cupping treatments,,2,"In a nation as diverse as Canada, cultural sensitivity on the part of the prescribing physician is an essential component for negotiating a successful therapeutic regimen. Culture-based belief systems can be quite complex and confusing to those unfamiliar with them, but this is often overcome when the physician demonstrates sincere interest, understanding, and respect for each patient. The month-long daytime fast observed during Ramadan generally requires an adaptive dosing schedule. Jehovah's Witnesses do not, as a rule, celebrate birthdays. Cupping treatment does not affect timing of medications. Koro is a delusional state in which the affected man has a sensation that his penis is shrivelling or being drawn into his abdomen. It would not affect a medication regimen. Bilis is an outburst of anger.",,
3206,1,Medicine,"Five days ago you prescribed amoxicillin, 500 mg 3 times daily for 14 days, to a 34 year old female with purulent nasal drainage and tenderness over her maxillary sinuses. She returns today with worsening symptoms.Which one of the following would be the best choice for continued therapy? ",Change to a high-dose amoxicillin regimen,Complete the prescribed regimen of amoxicillin,Discontinue amoxicillin and initiate antihistamines,Discontinue amoxicillin and start azithromycin (Zithromax),Discontinue amoxicillin and start levofloxacin (Levaquin),,5,"Guidelines recommend that if symptoms of rhinosinusitis have not improved after 35 days, antibiotic resistance should be considered and broadening the spectrum of coverage is appropriate. Levofloxacin is recommended in this situation. Given the symptoms of an infectious etiology, antihistamines alone are not appropriate. While high-dose amoxicillin is recommended as a first-line therapy, it is not recommended for treatment failures. Resistance to azithromycin is fairly high after an initial antibiotic failure.",,
3207,1,Medicine,An asymptomatic 32 year old African-Canadian female presents with a hemoglobin concentration of 10.2 g/dL and a mean corpuscular volume (MCV) of 68 m3. Iron studies are normal.In which one of the following would a normal pattern on hemoglobin electrophoresis be expected? ,Alpha-Thalassemia minor (trait),#NAME?,#NAME?,Hemoglobin SC disease,Hemoglobin H disease,,1,"Thalassemia is an inherited hematologic disorder that affects the balanced production of globin chains of the hemoglobin molecule. Normal adult hemoglobin contains two alpha chains and two  chains that are produced in equal amounts. Thalassemia minor results in a partial reduction in the production of either the alpha- or -chains. Patients with this problem usually have hypochromic, microcytic red blood cells with a normal or elevated RBC count and mildly reduced hemoglobin.In -thalassemia minor, hemoglobin electrophoresis is abnormal and shows a increased concentration of HbA2 and an decrease in HbA . In alpha-thalassemia minor alpha-chain production is reduced but there is no increase in other abnormal hemoglobins and electrophoresis is normal. If the production of alpha-chains is severely reduced it results in the production of hemoglobins with all -chains, termed Hb H, or all gamma-chains, called Hb Barts.-Thalassemia major is a severe anemic syndrome without the production of any HbA. An abnormal hemoglobin consisting of four alpha-chains is found on electrophoresis. Hemoglobin SC is an abnormal hemoglobin with amino acid substitution in the globin chain that is abnormal on electrophoresis.",,
3208,1,Medicine,Homosexual males who engage in anal receptive intercourse are at risk for developing anal carcinoma associated with which one of the following infections? ,Syphilis,Human papillomavirus,Chlamydia,Gonorrhea,Calymmatobacterium granulomatis (granuloma inguinale),,2,Human papillomavirus types 16 and 18 are associated with anal and genital warts and the development of anal carcinomas. Anal Papanicolaou smears are recommended yearly for HIV-positive patients because of their increased risk for HPV-related carcinoma. The other STDs listed are not associated with anal carcinoma.,,
3209,1,Medicine,"A mildly hypertensive 54-year-old male with type 2 diabetes asks about the benefit of adding fish oil capsules to his daily medication regimen of atorvastatin (Lipitor), metformin (Glucophage), and aspirin.You advise that fish oil supplements have been shown to: ",increase the risk of rhabdomyolysis,lower triglycerides,decrease cardiovascular risks in the general population,have antiarrhythmic properties,improve glycemic control,,2,"The omega-3 polyunsaturated fatty acids found in fish oil have been shown to lower plasma triglycerides and reduce the risk of stroke after a myocardial infarction. Unlike niacin and gemfibrozil, they do not increase the risk of rhabdomyolysis in statin patients. However, they may worsen glycemic control in diabetics and have a proarrhythmic effect in coronary artery disease patients. There is no evidence that fish oil supplements prevent coronary disease in the general population.",,
3210,1,Medicine,"A healthy 25 year old female runner presents with a complaint of right heel pain for 2 months. The pain is most pronounced with the first steps of the day or after periods of rest, and is located around the medial calcaneal tuberosity.Which one of the following is not recommended for acute treatment? ",Extracorporeal shock wave therapy,Prefabricated insoles (heel pad),Night splints,Corticosteroid iontophoresis,NSAIDs,,1,"These findings are classic for plantar fasciitis. Treatments in the acute phase include insoles, night splints, corticosteroid iontophoresis, and NSAIDs. Based on current evidence, extracorporeal shock wave therapy is recommended only after 12 months of symptoms.",,
3211,1,Medicine,"A 45 year old female presents to an urgent care center complaining of left-sided chest pain for the past 2 days. The pain is nonradiating and sharp in character, and increases with deep inspiration. She has no associated shortness of breath, cough, nausea, diaphoresis, or dizziness. She has no significant past medical history or recent travel history.On examination she is afebrile, with a pulse rate of 92 beats/min, a blood pressure of 116/72 mm Hg, and a respiratory rate of 12/min. Her lungs are clear and her heartbeat is regular with no murmurs. Her lower extremities have no edema, tenderness, or varicosities.Which one of the following is the most appropriate next step in her evaluation? ",A high-sensitivity D-dimer test,A troponin I level,Ultrasound examination of the veins of the lower extremities,A multidetector helical CT of the chest,An antinuclear antibody (ANA) level,,1,"This patient has a low pretest probability of pulmonary embolism based on the Wells criteria. She would be a good candidate for a high-sensitivity D-dimer test, with a negative test indicating a low probability of venous thromboembolism. In patients with a low pretest probability of venous thromboembolism, an ultrasound or helical CT would not be the recommended initial evaluation. Neither troponin I nor an ANA level would be part of the recommended initial evaluation.",,
3212,5,Psychiatry,Which one of the following is true regarding panic disorder?,It is associated with major depression,It is more common in men than in women,It is best treated with anti-epileptic drugs,It is exacerbated by benzodiazepines,Relapses are rare,,1,"Ninety percent of patients with panic disorder will have at least one other psychiatric disorder during their lifetime. Conditions commonly reported include major depression, generalized anxiety disorder, agoraphobia, post-traumatic stress disorder, bipolar disorder, and alcohol abuse. The risk of suicidal behavior is likely to be increased among patients with panic disorder and coexisting major depression.Panic disorder is more common in women than in men. Anti-epileptic drugs are not indicated for panic disorder. Relapse occurs within 2 years in at least one-third of patients with the disorder. The most effective medications for panic disorder include SSRIs, SNRIs, and tricyclic antidepressants, as well as benzodiazepines.",,
3213,4,Pediatrics,A 10-year-old male is brought to your office with pain and swelling of the knee after falling out of a tree. A physical examination is notable for point tenderness and swelling at the proximal tibia. A radiograph shows a displaced fracture of the proximal tibia through the physis and epiphysis.The most appropriate management is: ,a long leg cast,a rigid knee immobilizer,a functional (hinged) knee immobilizer,orthopedic referral,,,4,"Physeal injuries are unique to children, and account for approximately one-fourth of all pediatric fractures. This child has a Salter-Harris fracture that requires referral to an orthopedist. Salter-Harris type I injury is a fracture through the hypertrophic cartilage that causes widening of the physeal space. These fractures are difficult to diagnose radiographically, but their clinical hallmark is point tenderness at the epiphyseal plate. Type II fractures are the most common, and extend through both the physis and metaphysis. Although these fractures may result in some shortening, they rarely cause functional deformities. Type III injuries extend through the physis and epiphysis, disrupting the reproductive layer of the physis. These injuries may cause chronic sequelae because they disrupt the articular surface of the bone, but they do not produce deformities and generally have a good prognosis.Type IV injuries cross through the epiphysis, physis, and metaphysis. These fractures are also intra-articular, increasing the risk for chronic disability. They can disrupt the proliferative zone, leading to early fusion and growth deformity. Type V fractures are the least common but most difficult to diagnose, and have the worst prognosis. The classic mechanism of injury is an axial force that compresses the epiphyseal plate without an overt fracture of the epiphysis or metaphysis.",,
3214,1,Medicine,Which one of the following is most consistent with a diagnosis of asthma? ,Reduced FEV1 and reduced FEV1 /FVC ratio,Reduced FEV1 and normal FEV1 /FVC ratio,Reduced FEV1 and increased FEV1 /FVC ratio,Reduced FVC and normal FEV1 /FVC ratio,Reduced FVC and increased FEV1 /FVC ratio,,1,Asthma is typically associated with an obstructive impairment that is reversible with short-acting bronchodilators. A reduced FEV1 and FEV1 /FVC ratio indicates airflow obstruction. A reduced FVC with a normal or increased FEV1 /FVC ratio is consistent with a restrictive pattern of lung function.,,
3215,1,Medicine,"A 19-year-old female comes to your office with a skin rash that is mildly pruritic. The rash began on her back with a single 3-cm salmon-colored oval lesion. This lesion developed a scaly border and began to clear centrally. A week later, similar smaller lesions developed on her back, trunk, and proximal extremities. The long axis of these oval lesions followed the cleavage lines of the skin. The patient treated these lesions with over-the-counter hydrocortisone and diphenhydramine (Benadryl), but they did not resolve.Which one of the following would be the most appropriate management at this time? ",Famciclovir (Famvir),Prednisone,Cetirizine (Zyrtec),Terbinafine (Lamisil),Reassurance,,5,"Pityriasis rosea is a self-limited, acute exanthematous skin disorder that is thought to be viral. It begins with a herald patch that is 35 cm in size and usually precedes the rash on the trunk and back by a week. This is followed by central clearing of the lesion, with development of a scaly border. Smaller, similar lesions usually develop in the cleavage lines of the skin. The salmon or pink patches may be mistaken for tinea corporis, especially when the herald patch is present. Other illnesses to consider include psoriasis, Lyme disease, secondary syphilis, drug eruptions, and HIV seroconversion illness. No laboratory markers are present, and a skin biopsy is rarely needed.Most patients require only reassurance, although some may need topical corticosteroids to control itching. For more severe cases, phototherapy can be considered. For unusually severe cases, erythromycin for 2 weeks may be helpful. There is one placebo-controlled study of 90 patients that showed complete rash clearance in 73% of patients who received 2 weeks of erythromycin therapy, compared with no clearance of the rash in patients who received placebo (evidence level B, single controlled trial). It is thought that the benefit is from anti-inflammatory and immune-modulating effects rather than antibacterial effects. The rash may persist for 23 months.",,
3216,4,Pediatrics,"The mother of a newborn has agreed to your suggestion that she breastfeed for at least the first 6 months of her daughter's life. Before being discharged from the hospital, she asks you to clarify some advice she received from friends about the storage and handling of expressed breast milk.Which one of the following would be accurate advice? ",Breast milk can safely be stored at room temperature for up to 8 hours,"Frozen breast milk should be thawed quickly, preferably in a microwave oven","Once thawed, breast milk may safely be refrozen within 4 hours","If stored breast milk has separated, it is spoiled",OSHA guidelines prohibit the storage of human milk in a common refrigerator in the\r\nworkplace,,1,"With many nursing mothers returning to work it is frequently necessary to shift lactation and feeding schedules using techniques such as expressing milk with pumps and storing the excess. Human breast milk may safely be stored up to 10 hours at room temperature, up to 8 days in the refrigerator, and up to 12 months when frozen. When frozen, it should be thawed slowly to preserve nutritious proteins and should not be refrozen. Human breast milk naturally separates and can easily be re-emulsified by shaking. Exposure to human milk is not an occupational hazard under OSHA standards.",,
3217,6,Surgery,Which one of the following would be the best treatment option for prolapse of a fourth degree hemorrhoid that cannot be reduced?,Rubber band ligation,Infrared coagulation,Injection sclerotherapy,Hemorrhoidectomy,A high-fiber diet,,4,"Hemorrhoids are divided into four categories. First degree hemorrhoids bleed with defecation but do not prolapse through the anus. They are associated with mild symptoms and usually are secondary to leakage of blood from mildly inflamed, thin-walled veins or arterioles. Conservative management with dietary manipulation (addition of fiber) and attention to anal hygiene often is adequate. Recurrent rectal bleeding may require ablation of the vessels with nonsurgical techniques (e.g., injection sclerotherapy, infrared coagulation, rubber band ligation).Second degree hemorrhoids prolapse with defecation and reduce spontaneously. These can be treated with rubber band ligation or other nonsurgical ablative techniques.Third degree hemorrhoids prolapse and require manual reduction. There is significant destruction of the suspensory ligaments. Relocation and fixation of the mucosa to the underlying muscle wall generally is necessary. Prolapse initially can be treated with rubber band ligation, although hemorrhoidectomy may be required.Fourth degree hemorrhoids prolapse and cannot be reduced. If treatment is necessary, these require hemorrhoidectomy.",,
3218,5,Psychiatry,"A 26-year-old female consults you because she becomes quite anxious in many social situations, often panicking when she must lead discussions at work. She states that she is increasingly uncomfortable in social situations and is spending more time alone at home. She has asthma and notes that her symptoms increased when she used albuterol.Which one of the following would be the most appropriate therapy?",Sertraline (Zoloft),Bupropion (Wellbutrin),Alprazolam (Xanax),Hydroxyzine (Vistaril),Propranolol (Inderal),,1,"SSRIs, SNRIs, and other pharmacologic therapies are useful in generalized social anxiety disorders, and often require higher doses to be effective. This patient meets the criteria for a performance-type social anxiety disorder with significant impairment, and an SSRI such as sertraline is indicated. Buproprion is an antidepressant that is not useful in managing anxiety disorders. A benzodiazepine or a -blocker could be used for mild, intermittent performance anxiety, but would not be appropriate in this situation. -blockers might also worsen her asthma. Hydroxyzine is an antihistamine with sedating properties that is not useful for treating anxiety disorders of this type.",,
3219,1,Medicine,"A 76 year old male has fallen twice as a result of buckling of the left knee during ambulation. Neither fall resulted in injury, and he is advised to use an offset walking cane. The patient is left handdominant and has normal strength in all four extremities. Crepitus is present in both knees, but is much more pronounced in the left knee.Which one of the following describes the best method for use of a cane by this patient? ",Place the cane in the left hand and advance it at the same time as the left leg,Place the cane in the left hand and advance it at the same time as the right leg,Place the cane in the right hand and advance it at the same time as the left leg,Place the cane in the right hand and advance it at the same time as the right leg,Switch the cane between hands at intervals of several hours to distribute the load\r\nequally,,3,"The standard walking cane generally is designed as a tool to aid in balance and, to a lesser degree, reduce weight bearing on a specific leg. The offset cane design results in the downward force vector being placed directly over the shaft, making this choice ideal where improved balance and reduction of weight bearing on a particular leg is desired. Mechanical advantage produces maximum benefit when the cane is placed in the hand opposite the most severely affected leg, and the movement of the cane tracks the movement of the affected leg, consistent with normal gait.",,
3220,1,Medicine,"A healthy 45 year old male comes to your office for a routine visit. Findings are normal on a review of systems and physical examination. After you discuss the findings and provide routine counseling about a healthy lifestyle, the patient asks if he should have a full-body CT scan just to make sure he is healthy.Which one of the following would be appropriate advice? ","This is a reasonable option, but most insurance companies will not pay for it","The chance of finding an abnormality is very low, but for a person anxious about his\r\nor her health the reassurance is worth the expense",The amount of radiation exposure from low-dose full-body CT is minimal,"In a healthy patient, incidental findings will lead to unnecessary biopsies, anxiety, and\r\nsignificant radiation exposure",,,4,"With financial incentives driving the health care industry, full-body CT has been promoted by private scanning facilities. However, the Preventive Services Task Force, the College of Radiology, and many other organizations that have studied full-body CT screening are opposed to it. No study has shown the final outcome of such screening to be in the best interest of the patient, and it may actually be detrimental.Although the initial cost of $1000 may seem high by itself, the final cost also includes the expense of further testing due to false-positive findings, the time taken off work for the initial test, and the time required for any further tests and consultations that might take place. Various studies have shown that significant disease is found in 1.9%&ndash;2.0% of those scanned, yet 87%&ndash;91% of all patients scanned will have positive findings. Of these, 37% will be asked to undergo further studies to prove the findings are benign. Findings such as noncalcified pulmonary nodules will either necessitate procedures such as lung needle biopsies or wedge resections, or will be left alone, causing increased anxiety to the patient and also affecting the patient's future insurability.The radiation exposure from a full-body CT scan is estimated to be equivalent to 500 chest radiographs, or 100 chest radiographs for low-dose scanning.",,
3221,6,Surgery,"A 56-year-old white male has a prosthetic heart valve and has been on warfarin (Coumadin) for the past 10 months. He undergoes bilateral total knee replacement, and the warfarin is discontinued and replaced with perioperative unfractionated heparin. Several days following the surgery his platelet count has fallen from 225,000/mm3 to 75,000/mm3 (N 150,000300,000).In addition to discontinuing heparin, which one of the following would be most appropriate at this time?",Restart warfarin,Begin low molecular weight heparin,Begin aspirin,Begin lepirudin (Refludan),Place an inferior vena cava filter,,4,"Heparin-induced thrombocytopenia (HIT) can have devastating consequences, leading to both arterial and venous thrombosis, limb ischemia, and death. Patients with this condition should not be treated with low molecular weight heparin, since these medications have high cross-reactivity with circulating PF4-heparin antibodies. Warfarin monotherapy in patients with active heparin-induced thrombocytopenia is also contraindicated, on the basis of reports of warfarin-induced skin necrosis and venous gangrene in the limbs. Neither aspirin nor placement of an inferior vena cava filter is considered adequate therapy.Lepirudin is a highly specific direct thrombin inhibitor indicated for patients with HIT in the setting of acute thromboembolic disease.",,
3222,2,OBGYN,A 26-year-old gravida 1 para 0 at 28 weeks gestation has a 1-hour plasma glucose level of 145 mg/dL on a 50 g/hr glucose challenge test. A 3-hour glucose tolerance test confirms gestational diabetes. You initially recommend home glucose monitoring and treatment with diet and exercise.You would recommend insulin therapy if her 2-hour postprandial blood glucose levels are not consistently below a target level of,80 mg/dL,100 mg/dL,120 mg/dL,140 mg/dL,160 mg/dL,,3,"Patients diagnosed with gestational diabetes should receive nutrition counseling, monitor their blood glucose levels, and exercise to help maintain normoglycemia. The commonly accepted treatment goal is to maintain a fasting capillary blood glucose level 95105 mg/dL. The goal for the postprandial capillary blood glucose level should be 140 mg/dL at 1 hour and 120 mg/dL at 2 hours.",,
3223,1,Medicine,"A 57-year-old male has laboratory screening performed prior to his annual examination. One of his six fecal occult blood tests is positive. A CBC, chemistry panel, lipid panel, and prostate-specific antigen level are all normal.Which one of the following would be the most appropriate course of action? ",Repeat the fecal occult blood testing in 3 months,"Perform a rectal examination in the office, and if a stool guaiac is negative repeat the\r\nfecal occult blood testing in 3 months",Refer for colonoscopy,Refer for flexible sigmoidoscopy,Refer for pre- and post-contrast CT of the abdomen and pelvis,,3,"Asymptomatic persons between 50 and 80 years of age should be screened for colon cancer. A single fecal occult blood test (FOBT) performed in the office after a digital rectal examination is an inadequate screen, with significant false-negative and false-positive rates. Annual six-sample FOBT (two samples from three different bowel movements) improves colon cancer detection but can still have false-negative results. If any of the six samples tests positive for occult blood, colonoscopy is recommended.",,
3224,1,Medicine,The most common cause of chronic cough in adults is: ,gastroesophageal reflux disease,asthma,upper airway cough syndrome (postnasal drip),nonasthmatic eosinophilic bronchitis,ACE inhibitor use,,3,"Causes of chronic cough in the adult patient are often somewhat obscure, as the onset may be vague and there are no consistently reliable defining characteristics. Further complicating this diagnostic challenge is the possibility that the cough may be due to multiple concurrent conditions that must each be addressed before the cough will resolve. Each of the options listed may cause chronic cough and must be considered.In order, the three most common causes of chronic cough are upper airway cough syndrome (UACS), asthma, and gastroesophageal reflux disease. Nonasthmatic eosinophilic bronchitis is frequent enough to warrant consideration as well. A 2001 decision analysis provides support for the strategy of treating chronic cough empirically. Since the most common cause for chronic cough is UACS (with an assumed prevalence of 44%) due to rhinosinus conditions, an empiric trial of a first-generation antihistamine/decongestant is a reasonable option. Further treatment choices are based on the response to this regimen.",,
3225,1,Medicine,"A 58 year old white female who has always been in good health sees you for a routine checkup. She has recently had two friends affected by cardiovascular disease, and asks if she should be taking any drugs to help her stay healthy. She does not smoke and her blood pressure is 130/85 mm Hg. Her total cholesterol level is 230 mg/dL, with an HDL level of 70 mg/dL and an LDL level of 130 mg/dL. Her father had heart problems beginning at age 65.You recommend exercise, maintaining ideal weight, and staying on a low-saturated fat diet. Which one of the following additional recommendations would be most appropriate? ","Hydrochlorothiazide to lower her blood pressure to &lt;120/80 mm Hg, plus aspirin,\r\n81 mg/day, and no additional medications","Hydrochlorothiazide, a statin to lower her LDL to &lt;130 mg/dL, and aspirin, 81\r\nmg/day","Aspirin, 81 mg/day, and no additional medications","Hydrochlorothiazide plus a statin, and no additional medications",No medications,,5,"According to the Adult Treatment Panel III, the first step in deciding treatment thresholds for cholesterol is to determine the number of risk factors for a cardiovascular event. Risk factors to be considered include HDL &lt;35 mg/dL, smoking, hypertension, family history of a first degree relative with premature atherosclerotic vascular disease (male &lt;45, female &lt;55), and age (male &gt;55, female &gt;65). In addition, an HDL-cholesterol level &gt;60 mg/dL is considered a negative risk factor.Given these thresholds, this patient has no risk factors for heart disease and is at low risk for a cardiovascular event. Her father's history of heart problems at age 65 is not a risk factor. Her blood pressure is in the prehypertensive range, but she does not need pharmacologic treatment. Her total cholesterol is mildly elevated, but the HDL level is high and treatment is not indicated to lower her LDL level since she is at low risk.The Women's Health Initiative showed that given this patient's low cardiac risk, aspirin is more likely to cause gastrointestinal bleeding or serious bleeding following trauma than to protect her from a cardiac event. Her main strategy for avoiding cardiovascular problems should be to live a healthy lifestyle and stay off medications, unless her risk factors change.",,
3226,2,OBGYN,Which one of the following is an evidence-based clinical recommendation for maternity care?,All pregnant women should be screened serologically for herpes simplex virus\r\ninfection,All pregnant women should be screened for bacterial vaginosis,All pregnant women should be screened for asymptomatic bacteriuria by urine culture,Only at-risk women should be tested for HIV infection,Only women 25 years of age or younger should be screened for chlamydial infection,,3,"All pregnant women should be screened for asymptomatic bacteriuria due to the increased risk for pyelonephritis and preterm labor. All pregnant women should also be screened for active hepatitis B, syphilis, and HIV infection. Only at-risk women (those 25 years of age or younger and those at risk of STDs) need to be screened for Chlamydia. Routine screening for bacterial vaginosis is not recommended.",,
3227,4,Pediatrics,A 3-year-old female is seen for a well child examination. You note that her labia minora seem to adhere together except for about 4 mm at the upper aspect under the clitoris.The most appropriate action would be to: ,"make no attempt to separate the labia, but monitor for signs of urinary tract infection",refer to a pediatric surgeon for separation,have the child's mother apply gentle traction twice daily,prescribe a lubricating jelly to be applied daily until the labia separate,prescribe a topical estrogen cream to be applied daily until the labia separate,,5,"Labial adhesion is a common clinical problem that is not simply cosmetic, as 20%&ndash;40% of females with this condition (generally &lt;6 years of age) have urinary symptoms. The treatment of choice is topical estrogen cream applied each evening. It is effective within 1 week in most patients, but may take longer.",,
3228,1,Medicine,"A 72 year old patient has an acute onset of joint pain and swelling. Aspiration reveals monosodium urate crystals. Compared with younger patients, geriatric patients presenting for the first time with this condition are more likely to: ",be male,have a monoarticular presentation,have involvement of joints of the upper extremity,have podagra (first metatarsophalangeal joint involvement),be free of tophi,,3,"The presentation of gout in the elderly is often different from the classic presentation. It occurs more often in women, has a polyarticular onset, and often involves small joints of the hands. Older patients also tend to develop tophi early. Gout may appear in joints with Heberden's nodes from osteoarthritis. Podagra is the classic presentation of gout in the younger population.",,
